test_taker_id,speech_prompt,essay_prompt,L1
01303,P7,P6,JPN
01304,P8,P7,FRE
01305,P8,P7,CHI
01306,P9,P0,FRE
01307,P9,P0,CHI
01308,P3,P4,CHI
01309,P6,P5,CHI
01310,P8,P7,JPN
01311,P4,P1,HIN
01312,P4,P1,JPN
01313,P4,P1,SPA
01315,P2,P3,JPN
01316,P4,P1,CHI
01317,P7,P6,GER
01318,P1,P2,HIN
01321,P1,P2,JPN
01322,P8,P7,TUR
01323,P4,P1,ARA
01324,P4,P1,ARA
01325,P4,P1,SPA
01326,P4,P1,ARA
01327,P6,P5,FRE
01328,P6,P5,TEL
01329,P6,P5,ITA
01330,P9,P0,GER
01331,P4,P1,KOR
01332,P9,P0,GER
01333,P1,P2,HIN
01334,P6,P5,CHI
01335,P8,P7,CHI
01336,P8,P7,JPN
01337,P4,P1,KOR
01338,P2,P3,KOR
01339,P4,P1,JPN
01341,P8,P7,SPA
01344,P7,P6,CHI
01345,P3,P4,HIN
01346,P2,P3,KOR
01347,P2,P3,FRE
01349,P1,P2,FRE
01350,P6,P5,KOR
01351,P9,P0,JPN
01352,P9,P0,TEL
01353,P8,P7,CHI
01354,P6,P5,TUR
01356,P8,P7,SPA
01357,P8,P7,GER
01358,P8,P7,SPA
01359,P8,P7,TEL
01362,P1,P2,ARA
01363,P2,P3,CHI
01366,P2,P3,ARA
01367,P1,P2,TUR
01368,P9,P0,TEL
01369,P4,P1,FRE
01370,P6,P5,CHI
01371,P3,P4,HIN
01372,P3,P4,GER
01374,P8,P7,FRE
01375,P1,P2,ITA
01376,P1,P2,KOR
01378,P6,P5,TUR
01379,P6,P5,JPN
01380,P7,P6,KOR
01382,P6,P5,CHI
01383,P3,P4,TEL
01384,P1,P2,TEL
01387,P4,P1,JPN
01389,P1,P2,CHI
01391,P3,P4,HIN
01392,P2,P3,GER
01393,P1,P2,TEL
01394,P2,P3,CHI
01395,P2,P3,ARA
01396,P1,P2,ITA
01397,P8,P7,TUR
01398,P3,P4,ITA
01399,P3,P4,SPA
01400,P9,P0,ITA
01401,P8,P7,TUR
01402,P1,P2,ITA
01403,P8,P7,KOR
01404,P4,P1,ARA
01405,P9,P0,KOR
01407,P4,P1,KOR
01408,P4,P1,SPA
01409,P2,P3,JPN
01410,P3,P4,TUR
01411,P6,P5,JPN
01413,P1,P2,JPN
01416,P4,P1,SPA
01417,P9,P0,FRE
01418,P4,P1,FRE
01420,P4,P1,CHI
01421,P1,P2,KOR
01422,P4,P1,SPA
01423,P3,P4,KOR
01424,P6,P5,JPN
01425,P2,P3,CHI
01426,P9,P0,CHI
01427,P9,P0,ITA
01428,P6,P5,FRE
01429,P1,P2,TEL
01430,P3,P4,SPA
01431,P3,P4,CHI
01432,P2,P3,JPN
01433,P4,P1,KOR
01434,P9,P0,HIN
01435,P2,P3,SPA
01436,P4,P1,SPA
01437,P2,P3,FRE
01438,P2,P3,HIN
01439,P4,P1,JPN
01440,P1,P2,FRE
01441,P3,P4,ARA
01442,P6,P5,TEL
01443,P8,P7,GER
01444,P3,P4,TUR
01445,P2,P3,ARA
01446,P3,P4,FRE
01447,P3,P4,CHI
01449,P4,P1,ARA
01450,P3,P4,KOR
01451,P7,P6,GER
01452,P8,P7,TUR
01453,P7,P6,CHI
01454,P6,P5,JPN
01455,P4,P1,ARA
01457,P3,P4,HIN
01458,P1,P2,GER
01459,P3,P4,CHI
01460,P2,P3,KOR
01461,P3,P4,TUR
01463,P3,P4,FRE
01464,P3,P4,HIN
01465,P8,P7,TUR
01466,P2,P3,GER
01467,P8,P7,GER
01469,P1,P2,TEL
01470,P1,P2,KOR
01471,P2,P3,HIN
01472,P3,P4,FRE
01473,P8,P7,HIN
01476,P8,P7,KOR
01477,P9,P0,SPA
01478,P3,P4,CHI
01479,P6,P5,JPN
01480,P1,P2,ITA
01481,P8,P7,HIN
01485,P4,P1,GER
01486,P6,P5,SPA
01487,P2,P3,GER
01488,P6,P5,TEL
01489,P1,P2,TUR
01490,P7,P6,ITA
01491,P2,P3,ITA
01492,P6,P5,GER
01493,P2,P3,ARA
01495,P3,P4,HIN
01496,P8,P7,GER
01498,P1,P2,TEL
01499,P9,P0,SPA
01501,P9,P0,ITA
01502,P4,P1,KOR
01503,P8,P7,ARA
01504,P9,P0,TUR
01505,P9,P0,FRE
01506,P6,P5,FRE
01507,P2,P3,JPN
01510,P6,P5,HIN
01511,P9,P0,FRE
01512,P2,P3,ARA
01513,P8,P7,TUR
01515,P8,P7,GER
01516,P6,P5,ITA
01517,P9,P0,JPN
01518,P9,P0,JPN
01519,P1,P2,HIN
01520,P8,P7,GER
01522,P4,P1,CHI
01523,P9,P0,JPN
01524,P4,P1,CHI
01525,P4,P1,SPA
01526,P3,P4,FRE
01528,P3,P4,HIN
01530,P1,P2,JPN
01532,P9,P0,SPA
01533,P9,P0,SPA
01534,P2,P3,TUR
01535,P6,P5,TUR
01536,P8,P7,GER
01537,P8,P7,HIN
01538,P3,P4,FRE
01539,P1,P2,KOR
01540,P6,P5,GER
01541,P8,P7,SPA
01542,P6,P5,SPA
01543,P3,P4,FRE
01545,P3,P4,ITA
01546,P1,P2,TEL
01549,P4,P1,SPA
01550,P8,P7,JPN
01551,P8,P7,FRE
01552,P8,P7,JPN
01553,P9,P0,TUR
01554,P2,P3,GER
01555,P2,P3,JPN
01556,P4,P1,CHI
01557,P6,P5,GER
01558,P2,P3,FRE
01559,P3,P4,KOR
01560,P8,P7,ITA
01561,P3,P4,ITA
01563,P6,P5,ARA
01564,P8,P7,CHI
01565,P1,P2,SPA
01566,P9,P0,ARA
01568,P7,P6,FRE
01569,P8,P7,HIN
01570,P6,P5,TUR
01572,P6,P5,ITA
01573,P2,P3,TUR
01574,P7,P6,FRE
01575,P1,P2,FRE
01576,P9,P0,ITA
01577,P8,P7,TUR
01578,P3,P4,ITA
01579,P2,P3,ITA
01580,P6,P5,KOR
01581,P8,P7,ITA
01582,P1,P2,KOR
01583,P3,P4,FRE
01585,P6,P5,HIN
01586,P8,P7,HIN
01589,P9,P0,GER
01590,P8,P7,GER
01591,P2,P3,SPA
01592,P2,P3,CHI
01593,P4,P1,ARA
01594,P4,P1,KOR
01595,P8,P7,KOR
01596,P6,P5,GER
01597,P1,P2,ITA
01598,P1,P2,TEL
01599,P6,P5,TEL
01600,P2,P3,CHI
01601,P8,P7,SPA
01602,P4,P1,ARA
01603,P2,P3,SPA
01604,P7,P6,ARA
01605,P1,P2,GER
01606,P9,P0,FRE
01607,P3,P4,JPN
01609,P2,P3,HIN
01611,P8,P7,ARA
01612,P2,P3,CHI
01613,P8,P7,FRE
01614,P3,P4,CHI
01616,P8,P7,ARA
01617,P3,P4,TEL
01618,P3,P4,KOR
01619,P3,P4,ITA
01620,P2,P3,TEL
01621,P3,P4,KOR
01622,P2,P3,CHI
01624,P2,P3,TEL
01625,P4,P1,CHI
01626,P9,P0,TUR
01627,P9,P0,ITA
01629,P9,P0,ITA
01630,P6,P5,JPN
01631,P3,P4,TUR
01633,P1,P2,TEL
01634,P4,P1,ARA
01635,P6,P5,ITA
01637,P7,P6,TEL
01638,P8,P7,TEL
01639,P9,P0,HIN
01640,P7,P6,GER
01641,P3,P4,ARA
01642,P7,P6,CHI
01643,P7,P6,HIN
01644,P7,P6,ITA
01645,P8,P7,HIN
01646,P6,P5,ITA
01647,P2,P3,SPA
01648,P6,P5,KOR
01649,P4,P1,JPN
01650,P4,P1,ARA
01651,P4,P1,KOR
01652,P3,P4,HIN
01653,P2,P3,KOR
01654,P6,P5,HIN
01655,P1,P2,SPA
01656,P6,P5,JPN
01657,P1,P2,FRE
01659,P3,P4,TEL
01661,P6,P5,ITA
01662,P8,P7,CHI
01663,P9,P0,TUR
01664,P6,P5,FRE
01665,P1,P2,JPN
01667,P6,P5,CHI
01668,P1,P2,TUR
01669,P6,P5,ITA
01670,P9,P0,GER
01671,P1,P2,ARA
01672,P3,P4,FRE
01674,P9,P0,CHI
01675,P8,P7,TUR
01676,P6,P5,FRE
01677,P7,P6,HIN
01678,P1,P2,CHI
01679,P8,P7,KOR
01680,P2,P3,TEL
01681,P7,P6,CHI
01682,P8,P7,GER
01683,P7,P6,ARA
01684,P2,P3,TEL
01685,P7,P6,HIN
01686,P1,P2,ARA
01688,P1,P2,TUR
01690,P1,P2,KOR
01692,P1,P2,GER
01693,P3,P4,TEL
01694,P2,P3,SPA
01695,P2,P3,ITA
01696,P6,P5,GER
01698,P6,P5,SPA
01699,P6,P5,SPA
01700,P4,P1,JPN
01701,P2,P3,JPN
01703,P2,P3,ITA
01704,P2,P3,GER
01705,P8,P7,GER
01707,P2,P3,FRE
01708,P4,P1,SPA
01710,P3,P4,GER
01711,P9,P0,ITA
01712,P1,P2,JPN
01713,P6,P5,SPA
01714,P3,P4,TUR
01716,P9,P0,ARA
01717,P4,P1,TEL
01718,P3,P4,TEL
01719,P3,P4,CHI
01722,P8,P7,CHI
01723,P7,P6,TEL
01724,P1,P2,TUR
01725,P4,P1,JPN
01726,P6,P5,ARA
01727,P9,P0,FRE
01728,P8,P7,ITA
01729,P2,P3,ITA
01731,P2,P3,SPA
01732,P2,P3,TUR
01733,P2,P3,KOR
01734,P2,P3,KOR
01735,P7,P6,JPN
01736,P4,P1,FRE
01737,P3,P4,KOR
01738,P4,P1,CHI
01740,P1,P2,ARA
01741,P6,P5,ARA
01742,P8,P7,ARA
01743,P6,P5,TEL
01744,P8,P7,ARA
01745,P3,P4,ITA
01747,P1,P2,ARA
01748,P1,P2,CHI
01749,P6,P5,TUR
01750,P1,P2,ITA
01751,P7,P6,ARA
01752,P2,P3,ITA
01753,P1,P2,KOR
01755,P3,P4,TUR
01756,P8,P7,CHI
01759,P1,P2,SPA
01760,P1,P2,SPA
01761,P6,P5,ITA
01762,P8,P7,HIN
01763,P7,P6,HIN
01764,P4,P1,JPN
01765,P2,P3,FRE
01766,P7,P6,TUR
01767,P3,P4,FRE
01768,P6,P5,ARA
01769,P1,P2,ARA
01770,P6,P5,SPA
01771,P9,P0,FRE
01772,P8,P7,TEL
01773,P3,P4,KOR
01774,P6,P5,ARA
01776,P2,P3,TUR
01777,P4,P1,CHI
01778,P1,P2,JPN
01779,P9,P0,HIN
01780,P9,P0,HIN
01781,P7,P6,KOR
01782,P7,P6,ITA
01783,P6,P5,TUR
01784,P1,P2,TEL
01785,P6,P5,HIN
01786,P3,P4,TUR
01788,P9,P0,HIN
01789,P9,P0,ARA
01790,P7,P6,TEL
01791,P3,P4,TEL
01792,P2,P3,TEL
01794,P4,P1,SPA
01795,P7,P6,KOR
01796,P6,P5,HIN
01797,P1,P2,SPA
01798,P7,P6,CHI
01799,P1,P2,TUR
01801,P7,P6,KOR
01803,P6,P5,GER
01804,P7,P6,GER
01806,P2,P3,ITA
01807,P3,P4,HIN
01808,P4,P1,JPN
01809,P7,P6,TUR
01810,P9,P0,TUR
01811,P9,P0,JPN
01812,P9,P0,SPA
01813,P1,P2,TEL
01814,P2,P3,FRE
01815,P4,P1,FRE
01818,P7,P6,KOR
01819,P1,P2,ITA
01820,P3,P4,TUR
01821,P6,P5,KOR
01822,P6,P5,TEL
01823,P9,P0,JPN
01824,P2,P3,TEL
01825,P6,P5,SPA
01826,P1,P2,JPN
01828,P7,P6,JPN
01829,P6,P5,KOR
01831,P4,P1,JPN
01832,P1,P2,TUR
01834,P9,P0,JPN
01835,P9,P0,CHI
01836,P6,P5,KOR
01837,P8,P7,JPN
01838,P9,P0,FRE
01839,P3,P4,TEL
01840,P2,P3,ITA
01841,P9,P0,TUR
01842,P4,P1,ARA
01843,P8,P7,HIN
01845,P3,P4,GER
01846,P3,P4,ITA
01847,P4,P1,TUR
01849,P4,P1,GER
01850,P2,P3,CHI
01851,P2,P3,HIN
01852,P8,P7,JPN
01854,P1,P2,GER
01855,P9,P0,JPN
01856,P3,P4,TUR
01857,P2,P3,TUR
01861,P3,P4,ITA
01862,P7,P6,TEL
01863,P2,P3,ARA
01864,P2,P3,SPA
01865,P7,P6,KOR
01866,P9,P0,SPA
01867,P8,P7,JPN
01868,P2,P3,KOR
01869,P7,P6,TEL
01870,P1,P2,SPA
01871,P9,P0,TEL
01872,P4,P1,ARA
01873,P7,P6,JPN
01874,P6,P5,HIN
01875,P8,P7,SPA
01876,P7,P6,HIN
01877,P4,P1,JPN
01879,P7,P6,ITA
01880,P6,P5,CHI
01881,P9,P0,KOR
01882,P1,P2,KOR
01883,P7,P6,ARA
01884,P8,P7,JPN
01885,P6,P5,KOR
01886,P1,P2,KOR
01887,P9,P0,CHI
01889,P7,P6,TEL
01891,P6,P5,TEL
01892,P2,P3,JPN
01893,P2,P3,GER
01894,P3,P4,TUR
01895,P6,P5,ITA
01896,P7,P6,CHI
01897,P3,P4,TUR
01898,P4,P1,SPA
01899,P2,P3,TUR
01901,P4,P1,FRE
01902,P2,P3,TEL
01903,P7,P6,CHI
01904,P1,P2,ITA
01905,P8,P7,CHI
01906,P6,P5,TUR
01909,P3,P4,ITA
01910,P5,P4,JPN
01911,P7,P6,HIN
01912,P9,P0,JPN
01913,P1,P2,JPN
01915,P2,P3,SPA
01917,P1,P2,JPN
01918,P9,P0,ITA
01919,P1,P2,TUR
01920,P1,P2,TEL
01921,P8,P7,JPN
01922,P7,P6,TEL
01923,P7,P6,HIN
01924,P3,P4,GER
01925,P6,P5,TUR
01926,P1,P2,JPN
01927,P3,P4,CHI
01928,P2,P3,ITA
01929,P2,P3,SPA
01931,P6,P5,ITA
01933,P3,P4,KOR
01934,P2,P3,HIN
01935,P1,P2,FRE
01936,P3,P4,TEL
01937,P7,P6,ARA
01939,P8,P7,TEL
01941,P7,P6,TUR
01942,P6,P5,TEL
01943,P6,P5,TUR
01945,P1,P2,KOR
01946,P3,P4,FRE
01948,P7,P6,HIN
01949,P2,P3,FRE
01951,P6,P5,HIN
01952,P3,P4,ITA
01953,P8,P7,SPA
01954,P7,P6,ARA
01956,P8,P7,CHI
01957,P2,P3,JPN
01959,P4,P1,ARA
01960,P1,P2,TUR
01961,P6,P5,CHI
01962,P6,P5,FRE
01964,P9,P0,CHI
01965,P7,P6,TEL
01966,P3,P4,ITA
01967,P1,P2,HIN
01968,P9,P0,ARA
01969,P1,P2,TEL
01970,P3,P4,TEL
01971,P1,P2,SPA
01972,P7,P6,JPN
01973,P7,P6,KOR
01974,P4,P1,JPN
01975,P9,P0,GER
01976,P2,P3,SPA
01978,P8,P7,GER
01979,P7,P6,JPN
01980,P8,P7,SPA
01981,P2,P3,GER
01984,P1,P2,TUR
01985,P7,P6,CHI
01986,P8,P7,ITA
01987,P8,P7,GER
01988,P9,P0,CHI
01989,P7,P6,GER
01992,P9,P0,TUR
01993,P1,P2,TEL
01994,P6,P5,CHI
01995,P4,P1,GER
01997,P6,P5,HIN
01998,P4,P1,HIN
01999,P2,P3,ITA
02000,P6,P5,HIN
02004,P3,P4,HIN
02005,P6,P5,ITA
02007,P1,P2,HIN
02008,P2,P3,FRE
02009,P3,P4,KOR
02010,P3,P4,CHI
02011,P6,P5,GER
02012,P8,P7,TUR
02013,P8,P7,KOR
02016,P2,P3,HIN
02017,P3,P4,CHI
02018,P8,P7,ITA
02019,P1,P2,TUR
02020,P7,P6,JPN
02021,P1,P2,TEL
02022,P2,P3,HIN
02023,P9,P0,TUR
02024,P7,P6,JPN
02026,P4,P1,ARA
02027,P9,P0,HIN
02030,P7,P6,ARA
02032,P2,P3,CHI
02033,P6,P5,GER
02034,P2,P3,ARA
02035,P3,P4,ARA
02036,P6,P5,CHI
02038,P2,P3,GER
02039,P2,P3,FRE
02040,P8,P7,TEL
02041,P3,P4,FRE
02043,P6,P5,TEL
02044,P2,P3,HIN
02045,P7,P6,TEL
02046,P2,P3,HIN
02047,P8,P7,HIN
02048,P2,P3,JPN
02050,P9,P0,ARA
02053,P2,P3,JPN
02054,P6,P5,FRE
02055,P3,P4,ITA
02056,P3,P4,TUR
02057,P9,P0,CHI
02058,P2,P3,TUR
02060,P1,P2,GER
02062,P1,P2,ITA
02063,P4,P1,ARA
02064,P9,P0,CHI
02065,P7,P6,ITA
02068,P1,P2,GER
02069,P2,P3,FRE
02070,P9,P0,KOR
02071,P4,P1,CHI
02072,P6,P5,TUR
02073,P6,P5,KOR
02074,P2,P3,GER
02075,P9,P0,TUR
02076,P9,P0,HIN
02078,P8,P7,TUR
02079,P4,P1,TUR
02080,P6,P5,ARA
02081,P9,P0,JPN
02083,P3,P4,TEL
02084,P6,P5,KOR
02085,P3,P4,KOR
02086,P1,P2,JPN
02087,P9,P0,GER
02088,P1,P2,GER
02089,P9,P0,ITA
02090,P3,P4,ARA
02091,P2,P3,TEL
02092,P6,P5,ITA
02093,P9,P0,TUR
02096,P7,P6,TUR
02097,P1,P2,SPA
02098,P1,P2,TUR
02099,P2,P3,CHI
02100,P9,P0,GER
02101,P2,P3,JPN
02102,P6,P5,TUR
02103,P1,P2,TUR
02104,P9,P0,TUR
02105,P7,P6,HIN
02106,P6,P5,TUR
02107,P9,P0,TEL
02108,P4,P1,ARA
02109,P3,P4,TEL
02110,P2,P3,KOR
02111,P7,P6,JPN
02112,P8,P7,JPN
02115,P4,P1,TEL
02116,P3,P4,JPN
02118,P3,P4,ARA
02119,P7,P6,HIN
02120,P1,P2,HIN
02121,P2,P3,SPA
02122,P9,P0,ITA
02124,P4,P1,JPN
02125,P9,P0,KOR
02126,P4,P1,KOR
02127,P6,P5,TUR
02128,P8,P7,TEL
02129,P2,P3,TUR
02131,P9,P0,KOR
02132,P6,P5,GER
02133,P4,P1,JPN
02134,P6,P5,ARA
02135,P8,P7,HIN
02136,P6,P5,ITA
02137,P6,P5,JPN
02138,P8,P7,CHI
02139,P6,P5,ITA
02140,P7,P6,TEL
02141,P6,P5,KOR
02142,P2,P3,SPA
02143,P3,P4,ITA
02144,P2,P3,JPN
02145,P3,P4,FRE
02146,P7,P6,ARA
02148,P1,P2,TUR
02149,P4,P1,FRE
02150,P3,P4,KOR
02151,P4,P1,ARA
02152,P2,P3,CHI
02155,P6,P5,ARA
02156,P9,P0,HIN
02157,P2,P3,TEL
02158,P3,P4,TUR
02160,P9,P0,TEL
02162,P8,P7,CHI
02163,P9,P0,FRE
02164,P6,P5,FRE
02166,P6,P5,FRE
02167,P9,P0,ARA
02169,P7,P6,FRE
02170,P4,P1,KOR
02172,P2,P3,HIN
02173,P8,P7,TUR
02176,P4,P1,CHI
02177,P7,P6,CHI
02178,P7,P6,HIN
02179,P2,P3,ARA
02181,P3,P4,HIN
02182,P3,P4,TUR
02183,P1,P2,GER
02184,P8,P7,FRE
02186,P2,P3,FRE
02187,P6,P5,TEL
02188,P1,P2,JPN
02189,P1,P2,JPN
02190,P3,P4,ARA
02191,P9,P0,ITA
02192,P3,P4,FRE
02193,P4,P1,ITA
02194,P1,P2,GER
02195,P1,P2,ITA
02196,P4,P1,CHI
02197,P2,P3,ITA
02198,P7,P6,HIN
02199,P2,P3,GER
02200,P8,P7,KOR
02201,P1,P2,KOR
02202,P7,P6,CHI
02203,P3,P4,GER
02204,P3,P4,TUR
02205,P1,P2,ITA
02206,P6,P5,GER
02207,P3,P4,JPN
02208,P9,P0,KOR
02209,P6,P5,ITA
02210,P2,P3,TEL
02211,P9,P0,HIN
02212,P6,P5,TUR
02213,P7,P6,JPN
02214,P1,P2,FRE
02216,P1,P2,SPA
02217,P3,P4,ARA
02218,P6,P5,GER
02219,P1,P2,FRE
02220,P2,P3,GER
02221,P7,P6,GER
02222,P1,P2,FRE
02224,P6,P5,JPN
02225,P9,P0,JPN
02226,P6,P5,CHI
02227,P2,P3,GER
02228,P4,P1,CHI
02229,P9,P0,ITA
02230,P9,P0,HIN
02231,P7,P6,ARA
02233,P1,P2,CHI
02234,P3,P4,CHI
02236,P7,P6,TEL
02237,P9,P0,TUR
02238,P2,P3,HIN
02239,P2,P3,ARA
02241,P8,P7,KOR
02242,P2,P3,KOR
02243,P9,P0,ITA
02244,P4,P1,FRE
02245,P3,P4,FRE
02246,P3,P4,TEL
02247,P2,P3,TEL
02249,P4,P1,GER
02250,P9,P0,FRE
02251,P1,P2,ITA
02252,P2,P3,TUR
02253,P7,P6,JPN
02254,P2,P3,TEL
02255,P6,P5,KOR
02256,P6,P5,ARA
02258,P6,P5,KOR
02259,P1,P2,ITA
02260,P7,P6,GER
02261,P9,P0,ARA
02262,P1,P2,TEL
02264,P6,P5,HIN
02265,P8,P7,FRE
02267,P7,P6,ITA
02268,P8,P7,GER
02271,P6,P5,KOR
02272,P1,P2,KOR
02273,P1,P2,TUR
02275,P1,P2,HIN
02277,P8,P7,TEL
02278,P4,P1,TUR
02279,P8,P7,TEL
02280,P8,P7,ARA
02281,P3,P4,FRE
02282,P7,P6,TUR
02283,P1,P2,HIN
02284,P9,P0,KOR
02285,P7,P6,ITA
02286,P8,P7,HIN
02287,P2,P3,TEL
02288,P3,P4,FRE
02291,P3,P4,CHI
02292,P9,P0,KOR
02293,P8,P7,CHI
02294,P8,P7,GER
02295,P1,P2,TEL
02296,P2,P3,GER
02297,P4,P1,FRE
02298,P8,P7,ARA
02299,P2,P3,ARA
02300,P6,P5,HIN
02301,P7,P6,GER
02302,P6,P5,FRE
02303,P6,P5,HIN
02304,P6,P5,TEL
02305,P9,P0,GER
02306,P3,P4,HIN
02307,P3,P4,ITA
02308,P2,P3,ITA
02310,P7,P6,JPN
02311,P9,P0,TEL
02312,P3,P4,CHI
02313,P7,P6,SPA
02314,P1,P2,JPN
02315,P1,P2,KOR
02316,P1,P2,JPN
02319,P2,P3,FRE
02320,P1,P2,TEL
02322,P1,P2,TEL
02323,P9,P0,JPN
02324,P6,P5,CHI
02325,P2,P3,GER
02326,P1,P2,TUR
02327,P1,P2,ARA
02328,P6,P5,KOR
02330,P6,P5,TEL
02333,P9,P0,HIN
02335,P4,P1,JPN
02336,P3,P4,KOR
02337,P2,P3,SPA
02340,P8,P7,FRE
02341,P9,P0,JPN
02343,P2,P3,HIN
02344,P1,P2,JPN
02346,P2,P3,ARA
02347,P3,P4,TEL
02349,P4,P1,GER
02350,P8,P7,FRE
02351,P6,P5,ITA
02353,P9,P0,JPN
02354,P7,P6,GER
02357,P1,P2,HIN
02359,P1,P2,SPA
02360,P3,P4,ARA
02361,P1,P2,ITA
02362,P9,P0,SPA
02363,P6,P5,JPN
02364,P4,P1,ARA
02365,P6,P5,CHI
02367,P9,P0,ARA
02368,P6,P5,CHI
02370,P9,P0,KOR
02371,P7,P6,SPA
02372,P9,P0,TUR
02373,P6,P5,GER
02375,P8,P7,CHI
02376,P8,P7,JPN
02377,P2,P3,HIN
02378,P1,P2,SPA
02379,P7,P6,CHI
02380,P6,P5,CHI
02381,P3,P4,GER
02382,P3,P4,TUR
02383,P4,P1,KOR
02384,P4,P1,HIN
02385,P2,P3,GER
02386,P1,P2,CHI
02387,P7,P6,CHI
02388,P3,P4,ITA
02389,P2,P3,GER
02390,P7,P6,KOR
02391,P1,P2,TEL
02393,P6,P5,TEL
02394,P7,P6,TEL
02396,P1,P2,FRE
02398,P1,P2,JPN
02401,P7,P6,FRE
02402,P3,P4,GER
02404,P8,P7,ITA
02405,P8,P7,CHI
02406,P2,P3,ITA
02407,P1,P2,JPN
02408,P4,P1,HIN
02409,P3,P4,GER
02410,P2,P3,ITA
02411,P4,P1,FRE
02414,P8,P7,TEL
02415,P6,P5,TUR
02416,P3,P4,JPN
02417,P1,P2,CHI
02418,P6,P5,TUR
02419,P9,P0,TUR
02421,P1,P2,SPA
02422,P6,P5,TUR
02424,P8,P7,TUR
02425,P9,P0,FRE
02428,P6,P5,HIN
02429,P6,P5,ITA
02430,P9,P0,ARA
02431,P9,P0,SPA
02433,P6,P5,TUR
02435,P7,P6,HIN
02436,P3,P4,KOR
02437,P7,P6,HIN
02438,P9,P0,HIN
02439,P4,P1,CHI
02440,P6,P5,ITA
02441,P7,P6,FRE
02442,P8,P7,ARA
02443,P2,P3,KOR
02444,P9,P0,FRE
02445,P9,P0,FRE
02446,P1,P2,TEL
02447,P3,P4,ARA
02448,P6,P5,ITA
02449,P1,P2,ARA
02450,P8,P7,SPA
02451,P1,P2,JPN
02452,P1,P2,ARA
02454,P3,P4,TEL
02455,P8,P7,SPA
02458,P7,P6,KOR
02459,P3,P4,GER
02460,P6,P5,FRE
02461,P4,P1,CHI
02462,P3,P4,TEL
02463,P9,P0,HIN
02464,P3,P4,TEL
02465,P3,P4,SPA
02466,P9,P0,ARA
02469,P4,P1,JPN
02470,P2,P3,TUR
02471,P7,P6,TEL
02472,P1,P2,FRE
02473,P7,P6,HIN
02474,P8,P7,SPA
02475,P9,P0,JPN
02477,P3,P4,ARA
02478,P6,P5,JPN
02479,P1,P2,ARA
02480,P2,P3,KOR
02481,P6,P5,ARA
02482,P2,P3,JPN
02483,P2,P3,ITA
02485,P4,P1,CHI
02486,P9,P0,ITA
02487,P9,P0,ARA
02488,P6,P5,TEL
02489,P2,P3,TEL
02490,P7,P6,FRE
02491,P8,P7,CHI
02492,P2,P3,GER
02493,P2,P3,CHI
02494,P1,P2,TEL
02495,P1,P2,TUR
02496,P6,P5,CHI
02497,P7,P6,TEL
02498,P9,P0,JPN
02499,P4,P1,SPA
02500,P6,P5,GER
02501,P2,P3,TUR
02503,P4,P1,ARA
02504,P8,P7,ITA
02505,P1,P2,CHI
02506,P3,P4,FRE
02507,P7,P6,ITA
02508,P4,P1,HIN
02509,P1,P2,TUR
02510,P1,P2,TEL
02511,P8,P7,HIN
02512,P3,P4,SPA
02515,P6,P5,TEL
02516,P8,P7,GER
02518,P1,P2,TUR
02520,P6,P5,ITA
02521,P1,P2,GER
02522,P7,P6,TEL
02523,P4,P1,HIN
02524,P7,P6,HIN
02525,P9,P0,FRE
02526,P6,P5,GER
02527,P9,P0,SPA
02528,P3,P4,HIN
02529,P6,P5,SPA
02530,P3,P4,ITA
02531,P8,P7,GER
02533,P2,P3,TUR
02534,P8,P7,FRE
02535,P4,P1,ARA
02536,P3,P4,ITA
02537,P2,P3,ARA
02538,P3,P4,TEL
02539,P2,P3,TEL
02540,P7,P6,ITA
02541,P3,P4,ARA
02543,P2,P3,JPN
02547,P3,P4,KOR
02548,P8,P7,SPA
02549,P3,P4,FRE
02551,P7,P6,ITA
02552,P2,P3,CHI
02553,P6,P5,KOR
02554,P8,P7,JPN
02557,P2,P3,ARA
02558,P8,P7,FRE
02559,P6,P5,GER
02560,P4,P1,SPA
02561,P7,P6,TUR
02562,P9,P0,SPA
02563,P3,P4,GER
02566,P1,P2,HIN
02567,P1,P2,TUR
02569,P1,P2,TUR
02570,P2,P3,SPA
02571,P6,P5,KOR
02572,P8,P7,TUR
02573,P6,P5,TEL
02574,P1,P2,TEL
02575,P8,P7,KOR
02576,P3,P4,SPA
02577,P3,P4,KOR
02578,P6,P5,ITA
02580,P8,P7,KOR
02581,P2,P3,GER
02582,P2,P3,ARA
02583,P9,P0,TUR
02584,P8,P7,KOR
02585,P6,P5,FRE
02586,P9,P0,HIN
02587,P4,P1,KOR
02588,P6,P5,GER
02589,P6,P5,TUR
02590,P8,P7,ARA
02591,P8,P7,JPN
02592,P2,P3,KOR
02593,P6,P5,TEL
02594,P1,P2,SPA
02595,P8,P7,GER
02596,P8,P7,ARA
02597,P9,P0,GER
02598,P6,P5,ITA
02599,P6,P5,TEL
02600,P4,P1,ARA
02601,P9,P0,SPA
02602,P6,P5,SPA
02603,P2,P3,FRE
02604,P1,P2,TEL
02605,P7,P6,ARA
02606,P4,P1,ITA
02607,P9,P0,JPN
02608,P8,P7,FRE
02609,P4,P1,KOR
02610,P3,P4,GER
02611,P8,P7,KOR
02612,P7,P6,HIN
02613,P7,P6,TEL
02614,P8,P7,JPN
02615,P6,P5,HIN
02616,P1,P2,HIN
02617,P4,P1,FRE
